ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,13,Vishw Nath Rajak,440,0.30%,Apna Dal,Barhara,193,0.30
2005-Feb,14,Vinod Ravidas,424,0.30%,Akhil Bharatiya Jan Sangh,Barhara,193,0.30
2005-Feb,14,Sandeep Kumar,424,0.30%,All India Forward Bloc,Barhara,193,0.30
2005-Feb,16,Dinesh Rajak,326,0.30%,Akhil Bharatiya Desh Bhakt Morcha,Barhara,193,0.30
2005-Feb,1,Anil Kumar,46150,42.00%,Lok Jan Shakti Party,Arrah,194,42.00
2005-Feb,2,Chandrama Singh Yadav,35859,32.60%,Rashtriya Janata Dal,Arrah,194,32.60
2005-Feb,3,Ram Janm Sharma,12725,11.60%,Bharatiya Janta Party,Arrah,194,11.60
2005-Feb,4,Mantu Kumar,3660,3.30%,Bahujan Samaj Party,Arrah,194,3.30
2005-Feb,5,Kusum Devi,2317,2.10%,Rashtriya Samanta Dal,Arrah,194,2.10
2005-Feb,6,Ram Nath Yadav,2004,1.80%,Communist Party Of India,Arrah,194,1.80
2005-Feb,7,Chandra Prakash Singh,1492,1.40%,Indian National Congress,Arrah,194,1.40
2005-Feb,8,Nagesar Paswan,1376,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Arrah,194,1.30
2005-Feb,9,Sudhir Kumar,1032,0.90%,Independent,Arrah,194,0.90
2005-Feb,10,Jitendra Kumar,808,0.70%,Independent,Arrah,194,0.70
2005-Feb,11,Ram Sujan Choudhary,696,0.60%,Independent,Arrah,194,0.60
2005-Feb,12,Baijnath Sharma,436,0.40%,Independent,Arrah,194,0.40
2005-Feb,13,Stayander Kumar,404,0.40%,Akhil Bharatiya Jan Sangh,Arrah,194,0.40
2005-Feb,14,Vijay Kumar,358,0.30%,Jawan Kisan Morcha,Arrah,194,0.30
2005-Feb,15,Ramesh Kumar,333,0.30%,Independent,Arrah,194,0.30
2005-Feb,16,Damyanti Devi,326,0.30%,Independent,Arrah,194,0.30
2005-Feb,1,Nand Kumar Nanda,22389,21.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Agiaon (SC),195,21.80
2005-Feb,2,Dinanath Singh Yadav,19115,18.60%,Rashtriya Janata Dal,Agiaon (SC),195,18.60
2005-Feb,3,Dr. Usha Vidyarthi,18435,18.00%,Bharatiya Janta Party,Agiaon (SC),195,18.00
2005-Feb,4,Jay Vardhan Yadav,13075,12.70%,Independent,Agiaon (SC),195,12.70
2005-Feb,5,Sanjay Kumar,8126,7.90%,Lok Jan Shakti Party,Agiaon (SC),195,7.90
2005-Feb,6,Akbar,3564,3.50%,Independent,Agiaon (SC),195,3.50
2005-Feb,7,Vijaya Narayan Singh,2693,2.60%,Bahujan Samaj Party,Agiaon (SC),195,2.60
2005-Feb,8,Arun Kumar,2104,2.10%,Independent,Agiaon (SC),195,2.10
2005-Feb,9,Kamal Nayan,1723,1.70%,Independent,Agiaon (SC),195,1.70
2005-Feb,10,Asha Sharma,1647,1.60%,Independent,Agiaon (SC),195,1.60
2005-Feb,11,Suresh Singh,1196,1.20%,Independent,Agiaon (SC),195,1.20
2005-Feb,12,Sanjay Kumar (AROPUR),1038,1.00%,Independent,Agiaon (SC),195,1.00
2005-Feb,13,Sabja Sharma Anju,984,1.00%,Independent,Agiaon (SC),195,1.00
2005-Feb,14,Kusendu Kumar,821,0.80%,Independent,Agiaon (SC),195,0.80
2005-Feb,15,Dev Bihari Pathak,705,0.70%,Sanatan Samaj Party,Agiaon (SC),195,0.70
2005-Feb,16,Pintu Sharma,652,0.60%,Rashtriya Lok Dal,Agiaon (SC),195,0.60
2005-Feb,17,Ramshish Mochi,650,0.60%,Independent,Agiaon (SC),195,0.60
2005-Feb,18,Avinash Kumar,604,0.60%,Independent,Agiaon (SC),195,0.60
2005-Feb,19,Abhishek Kumar,585,0.60%,Independent,Agiaon (SC),195,0.60
2005-Feb,20,Sant Kumar Singh,565,0.60%,Shoshit Samaj Party,Agiaon (SC),195,0.60
2005-Feb,21,Ram Shankar Prasad,513,0.50%,Samajwadi Party,Agiaon (SC),195,0.50
2005-Feb,22,Paras Nath Singh,414,0.40%,Independent,Agiaon (SC),195,0.40
2005-Feb,23,Umesh Sharma,345,0.30%,Independent,Agiaon (SC),195,0.30
2005-Feb,24,Shiv Kumar Paswan,278,0.30%,Independent,Agiaon (SC),195,0.30
2005-Feb,25,Sanjay Kumar Panal,237,0.20%,Independent,Agiaon (SC),195,0.20
2005-Feb,26,Ram Bihari Tiwari,158,0.20%,Independent,Agiaon (SC),195,0.20
2005-Feb,1,Rameshwar Prasad,33834,32.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Tarari,196,32.70
2005-Feb,2,Vijendra Kumar Yadav,31071,30.10%,Rashtriya Janata Dal,Tarari,196,30.10
2005-Feb,3,Anil Samrat,16134,15.60%,Independent,Tarari,196,15.60
2005-Feb,4,Kamla Prasad Singh,10258,9.90%,Bharatiya Janta Party,Tarari,196,9.90
2005-Feb,5,Shivjee Singh,4524,4.40%,Lok Jan Shakti Party,Tarari,196,4.40
2005-Feb,6,Anil Kumar Tiwari,1515,1.50%,Bahujan Samaj Party,Tarari,196,1.50
2005-Feb,7,Virendra Kumar Panday,1475,1.40%,Independent,Tarari,196,1.40
2005-Feb,8,Sita Ram Singh,1189,1.20%,Independent,Tarari,196,1.20
2005-Feb,9,Vijay Yadav,883,0.90%,Independent,Tarari,196,0.90
2005-Feb,10,Satyendra Singh,681,0.70%,Independent,Tarari,196,0.70
2005-Feb,11,Dileep Singh,666,0.60%,Akhil Bharatiya Jan Sangh,Tarari,196,0.60
2005-Feb,12,Mamta Kuwar,581,0.60%,Jawan Kisan Morcha,Tarari,196,0.60
2005-Feb,13,Jhulan Singh,564,0.60%,Independent,Tarari,196,0.60
2005-Feb,1,Asha Devi,34010,32.50%,Janata Dal (United),Jagdishpur,197,32.50
2005-Feb,2,Raghvendra Pratap Singh,29919,28.60%,Rashtriya Janata Dal,Jagdishpur,197,28.60
2005-Feb,3,Hakim Prasad,18191,17.40%,Independent,Jagdishpur,197,17.40
2005-Feb,4,Ram Sakal Singh Yadav,7083,6.80%,Independent,Jagdishpur,197,6.80
2005-Feb,5,Letaphat Husen,5465,5.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Jagdishpur,197,5.20
2005-Feb,6,Dr. Siyamati Roy,2151,2.10%,Independent,Jagdishpur,197,2.10
2005-Feb,7,Saryau Yadav,2093,2.00%,Lok Jan Shakti Party,Jagdishpur,197,2.00
2005-Feb,8,Pasupati Singh,1496,1.40%,Independent,Jagdishpur,197,1.40
2005-Feb,9,Kameshwar Singh,1020,1.00%,Bahujan Samaj Party,Jagdishpur,197,1.00
2005-Feb,10,Kamlesh Kumar Singh,620,0.60%,Independent,Jagdishpur,197,0.60
2005-Feb,11,Raj Narayan Singh,587,0.60%,Independent,Jagdishpur,197,0.60
2005-Feb,12,Vijay Nand Kumar Ram,577,0.60%,Independent,Jagdishpur,197,0.60
2005-Feb,13,Rana Ranjit Singh,505,0.50%,Akhil Bharatiya Jan Sangh,Jagdishpur,197,0.50
2005-Feb,14,Vijay Kumar Singh,393,0.40%,Independent,Jagdishpur,197,0.40
2005-Feb,15,Ramadhar Singh,304,0.30%,Jawan Kisan Morcha,Jagdishpur,197,0.30
2005-Feb,16,Nirmal Singh,246,0.20%,Independent,Jagdishpur,197,0.20
2005-Feb,1,Amrendra Pratap Singh,42761,37.60%,Bharatiya Janta Party,Shahpur,198,37.60
2005-Feb,2,D. Nawaj Alam,28514,25.00%,Rashtriya Janata Dal,Shahpur,198,25.00
2005-Feb,3,Sudama Prasad,22773,20.00%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Shahpur,198,20.00
2005-Feb,4,Satendra Narayan Singh,8505,7.50%,Indian National Congress,Shahpur,198,7.50
2005-Feb,5,Abdul Mallic,2979,2.60%,Independent,Shahpur,198,2.60
2005-Feb,6,Treta Sawaliya Singh,1559,1.40%,Bahujan Samaj Party,Shahpur,198,1.40
2005-Feb,7,Surendra Ram,1145,1.00%,Independent,Shahpur,198,1.00
2005-Feb,8,Mukhiya Ram,1076,0.90%,Independent,Shahpur,198,0.90
2005-Feb,9,Nand Kishore Singh,996,0.90%,Samata Party,Shahpur,198,0.90
2005-Feb,10,Ajit Kumar Singh,821,0.70%,Samajwadi Janata Party (RASHTRIYA),Shahpur,198,0.70
2005-Feb,11,Bidaya Niwas Singh,671,0.60%,Independent,Shahpur,198,0.60
2005-Feb,12,Rakesh Kumar,646,0.60%,Independent,Shahpur,198,0.60
2005-Feb,13,Ram Sakal Singh,570,0.50%,Samajwadi Party,Shahpur,198,0.50
2005-Feb,14,Bharat Bhusan Pandey,535,0.50%,Akhil Bharatiya Jan Sangh,Shahpur,198,0.50
2005-Feb,15,Balendu Shekhar Gupta,340,0.30%,Independent,Shahpur,198,0.30
2005-Feb,1,Shivanand Tiwari,36085,34.50%,Rashtriya Janata Dal,Brahampur,199,34.50
2005-Feb,2,Dharmpal Singh,26103,24.90%,Lok Jan Shakti Party,Brahampur,199,24.90
2005-Feb,3,Sobha Devi,21213,20.30%,Janata Dal (United),Brahampur,199,20.30
2005-Feb,4,Krishna Bihari Singh,7408,7.10%,Independent,Brahampur,199,7.10
2005-Feb,5,Shivjee Yadav,4047,3.90%,Samajwadi Party,Brahampur,199,3.90
2005-Feb,6,Sudama Rai,2604,2.50%,Bahujan Samaj Party,Brahampur,199,2.50
2005-Feb,7,Punam Tiwari,1962,1.90%,Independent,Brahampur,199,1.90
2005-Feb,8,Shree Krishna Kumar Rai,1609,1.50%,Rashtriya Krantikari Samajwadi Party,Brahampur,199,1.50
2005-Feb,9,Tribhuwan Ojha,1550,1.50%,Independent,Brahampur,199,1.50
2005-Feb,10,Dr. Gautam Ojha,819,0.80%,Independent,Brahampur,199,0.80
2005-Feb,11,Kalika Singh,774,0.70%,Independent,Brahampur,199,0.70
2005-Feb,12,Akhileshwar Tiwari,510,0.50%,Akhil Bharatiya Jan Sangh,Brahampur,199,0.50
2005-Feb,1,Ajit Choudhary,33632,33.20%,Rashtriya Janata Dal,Buxar,200,33.20
2005-Feb,2,Narvadeshwar Tiwari,29455,29.00%,Bharatiya Janta Party,Buxar,200,29.00
2005-Feb,3,Hare Ram Pandey,14856,14.60%,Bahujan Samaj Party,Buxar,200,14.60
2005-Feb,4,Jai Raj Chaudhary,8304,8.20%,Samajwadi Party,Buxar,200,8.20
2005-Feb,5,Swaminath Tiwari,4888,4.80%,Lok Jan Shakti Party,Buxar,200,4.80
2005-Feb,6,Kedar Singh,3884,3.80%,Independent,Buxar,200,3.80
2005-Feb,7,Abhishek Singh Or Pappu Kumar Singh,1777,1.80%,Independent,Buxar,200,1.80
2005-Feb,8,Sudhakar Pandey,1150,1.10%,Samajwadi Janata Party (RASHTRIYA),Buxar,200,1.10
2005-Feb,9,Shah Mohammad Ansri,1048,1.00%,Independent,Buxar,200,1.00
2005-Feb,10,Anklesh Giri,693,0.70%,Shiv Sena,Buxar,200,0.70
2005-Feb,11,Krishna Kumar Pandey,496,0.50%,Akhil Bharatiya Jan Sangh,Buxar,200,0.50
2005-Feb,12,Kamal Dev Ojha,446,0.40%,Independent,Buxar,200,0.40
2005-Feb,13,Raj Kishore Singh,438,0.40%,Independent,Buxar,200,0.40
2005-Feb,14,Shalik Ram,375,0.40%,Independent,Buxar,200,0.40
2005-Feb,1,Prof. Sukhda Pandey,33245,33.10%,Bharatiya Janta Party,Dumraon,201,33.10
2005-Feb,2,Hridaya Narayan Singh,21520,21.40%,Independent,Dumraon,201,21.40
2005-Feb,3,Alyosha,12066,12.00%,Independent,Dumraon,201,12.00
2005-Feb,4,Nirmal Kumar Singh,10508,10.50%,Bahujan Samaj Party,Dumraon,201,10.50
2005-Feb,5,Ajay Choubey,5441,5.40%,Lok Jan Shakti Party,Dumraon,201,5.40
2005-Feb,6,Om Prakash Singh,3924,3.90%,Samajwadi Party,Dumraon,201,3.90
2005-Feb,7,Anirudh Pandey,3774,3.80%,Indian National Congress,Dumraon,201,3.80
2005-Feb,8,Madho Singh,2066,2.10%,Suheldev Bhartiya Samaj Party,Dumraon,201,2.10
2005-Feb,9,Jitendra Ram,1651,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Dumraon,201,1.60
2005-Feb,10,Gopaljee Pandey,1260,1.30%,Independent,Dumraon,201,1.30
2005-Feb,11,Mewati Devi,994,1.00%,Independent,Dumraon,201,1.00
2005-Feb,12,Sudarshan Singh,983,1.00%,Independent,Dumraon,201,1.00
2005-Feb,13,Hari Narayan Ram,959,1.00%,Independent,Dumraon,201,1.00
2005-Feb,14,Rajendra Prasad,612,0.60%,Rashtriya Lok Seva Morcha,Dumraon,201,0.60
2005-Feb,15,Jawahar Lal Choudhary,445,0.40%,Communist Party Of India (MARXIST),Dumraon,201,0.40
2005-Feb,16,Krishna Murari Tiwari,361,0.40%,Akhil Bharatiya Jan Sangh,Dumraon,201,0.40
2005-Feb,17,Veer Bahadur Upadhyay,357,0.40%,Independent,Dumraon,201,0.40
2005-Feb,18,Kamal Narayan Yadav,293,0.30%,Shiv Sena,Dumraon,201,0.30
2005-Feb,1,Shyam Pyari Devi,21843,25.10%,Janata Dal (United),Rajpur (SC),202,25.10
2005-Feb,2,Santosh Kumar Nirala,20288,23.30%,Bahujan Samaj Party,Rajpur (SC),202,23.30
2005-Feb,3,Chhedi Lal Ram,18846,21.70%,Rashtriya Janata Dal,Rajpur (SC),202,21.70
2005-Feb,4,Birbal Rajak,9069,10.40%,Suheldev Bhartiya Samaj Party,Rajpur (SC),202,10.40
2005-Feb,5,Madhavi Devi,5631,6.50%,Independent,Rajpur (SC),202,6.50
2005-Feb,6,Arjun Ram,4664,5.40%,Samajwadi Party,Rajpur (SC),202,5.40
2005-Feb,7,Amar Paswan,2168,2.50%,Independent,Rajpur (SC),202,2.50
2005-Feb,8,Rameswar Ram,1325,1.50%,Independent,Rajpur (SC),202,1.50
2005-Feb,9,Daroga Ram,1156,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Rajpur (SC),202,1.30
2005-Feb,10,Arun Kumar Mushar,1022,1.20%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Rajpur (SC),202,1.20
2005-Feb,11,Yogendra Kumar Ram,618,0.70%,Shiv Sena,Rajpur (SC),202,0.70
2005-Feb,12,Ram Pasad Ram,365,0.40%,Akhil Bharatiya Jan Sangh,Rajpur (SC),202,0.40
2005-Feb,1,Dadan Singh,28544,26.30%,Samajwadi Party,Ramgarh,203,26.30
2005-Feb,2,Anuradha Devi,19125,17.60%,Awami Party,Ramgarh,203,17.60
2005-Feb,3,Ram Bihari Singh,14099,13.00%,Janata Dal (United),Ramgarh,203,13.00
2005-Feb,4,Nagendra Nath Ojha,13416,12.40%,Communist Party Of India,Ramgarh,203,12.40
2005-Feb,5,Shyam Lal Singh Kushbaha,7859,7.30%,Bahujan Samaj Party,Ramgarh,203,7.30
2005-Feb,6,Basant Singh,7353,6.80%,Indian National Congress,Ramgarh,203,6.80
2005-Feb,7,Sushila Devi,5282,4.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Ramgarh,203,4.90
2005-Feb,8,Sunil Singh,4984,4.60%,Independent,Ramgarh,203,4.60
2005-Feb,9,Ram Sigasan Rai,2520,2.30%,Suheldev Bhartiya Samaj Party,Ramgarh,203,2.30
2005-Feb,10,Devesh Pratap Singh,2515,2.30%,Independent,Ramgarh,203,2.30
2005-Feb,11,Qazi Ashfak Azam,673,0.60%,Independent,Ramgarh,203,0.60
2005-Feb,12,Numan Ali,504,0.50%,Independent,Ramgarh,203,0.50
2005-Feb,13,Anil Kumar Tiwari,503,0.50%,Independent,Ramgarh,203,0.50
2005-Feb,14,Siddh Nath Singh,496,0.50%,Jawan Kisan Morcha,Ramgarh,203,0.50
2005-Feb,15,Suryajit Kumar,321,0.30%,Shiv Sena,Ramgarh,203,0.30
2005-Feb,16,Ajay Kumar Atal,255,0.20%,Independent,Ramgarh,203,0.20
2005-Feb,1,Shree Bhagwan Singh,29495,27.00%,Janata Dal (United),Mohania (SC),204,27.00
2005-Feb,2,Hari Narayan Singh,21464,19.70%,Rashtriya Janata Dal,Mohania (SC),204,19.70
2005-Feb,3,Uday Shankar Singh,19089,17.50%,Lok Jan Shakti Party,Mohania (SC),204,17.50
2005-Feb,4,Usha Devi,13086,12.00%,Samajwadi Party,Mohania (SC),204,12.00
2005-Feb,5,Mitra Nand Singh,11654,10.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Mohania (SC),204,10.70
2005-Feb,6,Perdeep Kumar Singh,6632,6.10%,Independent,Mohania (SC),204,6.10
2005-Feb,7,Rana Pratap Singh,1705,1.60%,Bahujan Samaj Party,Mohania (SC),204,1.60
2005-Feb,8,Binay Kumar Mishra,963,0.90%,Samata Party,Mohania (SC),204,0.90
2005-Feb,9,Brij Bihari Singh,802,0.70%,Independent,Mohania (SC),204,0.70
2005-Feb,10,Vijay Shankar Ram,793,0.70%,Independent,Mohania (SC),204,0.70
2005-Feb,11,Dhruv Narayan Singh,769,0.70%,Independent,Mohania (SC),204,0.70
2005-Feb,12,Subhashgya Kumar,736,0.70%,Independent,Mohania (SC),204,0.70
2005-Feb,13,Chandrasakher Mishra,571,0.50%,Akhil Bharatiya Jan Sangh,Mohania (SC),204,0.50
2005-Feb,14,Dinesh Singh,566,0.50%,Independent,Mohania (SC),204,0.50
2005-Feb,15,Shanti Kunwar,484,0.40%,Independent,Mohania (SC),204,0.40
2005-Feb,16,Rajeshwar Nath Tiwari,330,0.30%,Independent,Mohania (SC),204,0.30
2005-Feb,1,Narendra Kumar Panday,54767,48.40%,Janata Dal (United),Bhabua,205,48.40
2005-Feb,2,Keshav Prasad Singh,19088,16.90%,Rashtriya Janata Dal,Bhabua,205,16.90
2005-Feb,3,Kashinath Singh,15646,13.80%,Lok Jan Shakti Party,Bhabua,205,13.80
2005-Feb,4,Chndradeep Singh,14627,12.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bhabua,205,12.90
2005-Feb,5,Sunita Kumari,1860,1.60%,Samata Party,Bhabua,205,1.60
2005-Feb,6,Nirmal Kumar Singh,993,0.90%,Bahujan Samaj Party,Bhabua,205,0.90
2005-Feb,7,Atul Kumar Singh,882,0.80%,Independent,Bhabua,205,0.80
2005-Feb,8,Baijnath Paswan,839,0.70%,Independent,Bhabua,205,0.70
2005-Feb,9,Ajit Ray,791,0.70%,Independent,Bhabua,205,0.70
2005-Feb,10,Baijnath Upadhyay,787,0.70%,Independent,Bhabua,205,0.70
2005-Feb,11,Madhuri Devi,719,0.60%,Akhil Bharatiya Jan Sangh,Bhabua,205,0.60
2005-Feb,12,Sriram Singh,605,0.50%,Rashtriya Lok Dal,Bhabua,205,0.50
2005-Feb,13,Parma Nand Singh,533,0.50%,Independent,Bhabua,205,0.50
2005-Feb,14,Kalika Singh,490,0.40%,Samajwadi Party,Bhabua,205,0.40
2005-Feb,15,Janaradan Upadhyay,328,0.30%,Independent,Bhabua,205,0.30
2005-Feb,16,Sanjay Singh,297,0.30%,Samajwadi Janata Party (RASHTRIYA),Bhabua,205,0.30
2005-Feb,1,Ram Naresh Ram,46288,53.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Chainpur,206,53.90
2005-Feb,2,Rambabu Paswan,12248,14.30%,Rashtriya Janata Dal,Chainpur,206,14.30
2005-Feb,3,Shakuntala Devi,10566,12.30%,Bharatiya Janta Party,Chainpur,206,12.30
2005-Feb,4,Lal Babu,7167,8.40%,Independent,Chainpur,206,8.40
2005-Feb,5,Nagendra Kumar Vikal,3092,3.60%,Indian National Congress,Chainpur,206,3.60
2005-Feb,6,Ram Briksh Ram,1372,1.60%,Apna Dal,Chainpur,206,1.60
2005-Feb,7,Upendra Kumar,1221,1.40%,Independent,Chainpur,206,1.40
2005-Feb,8,Shailendra Kumar,1182,1.40%,Bahujan Samaj Party,Chainpur,206,1.40
2005-Feb,9,Chinta Devi,1092,1.30%,Lok Jan Shakti Party,Chainpur,206,1.30
2005-Feb,10,Ram Lagan Ram,826,1.00%,Independent,Chainpur,206,1.00
2005-Feb,11,Vijay Kumar,777,0.90%,Akhil Bharatiya Jan Sangh,Chainpur,206,0.90
2005-Feb,1,Arun Singh,35954,35.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Chenari (SC),207,35.10
2005-Feb,2,Tulsi Singh,29274,28.60%,Rashtriya Janata Dal,Chenari (SC),207,28.60
2005-Feb,3,Baliram Mishra,26567,25.90%,Janata Dal (United),Chenari (SC),207,25.90
2005-Feb,4,Rameshchand Choubey,3212,3.10%,Indian National Congress,Chenari (SC),207,3.10
2005-Feb,5,Bimal Singh,2484,2.40%,Bahujan Samaj Party,Chenari (SC),207,2.40
2005-Feb,6,Ram Suresh Singh,1362,1.30%,Rashtriya Samanta Dal,Chenari (SC),207,1.30
2005-Feb,7,Krishna Kumar Singh,830,0.80%,Independent,Chenari (SC),207,0.80
2005-Feb,8,Shiv Janm Singh,821,0.80%,Independent,Chenari (SC),207,0.80
2005-Feb,9,Mangal Rajwar,705,0.70%,Independent,Chenari (SC),207,0.70
2005-Feb,10,Vijay Kumar,498,0.50%,Independent,Chenari (SC),207,0.50
2005-Feb,11,Samir Kumar Mishra,489,0.50%,Akhil Bharatiya Jan Sangh,Chenari (SC),207,0.50
2005-Feb,12,Wajid Ali,261,0.30%,Independent,Chenari (SC),207,0.30
2005-Feb,1,Akhlaque Ahmad,39965,36.50%,Rashtriya Janata Dal,Sasaram,208,36.50
2005-Feb,2,Jai Kumar Singh,29344,26.80%,Janata Dal (United),Sasaram,208,26.80
2005-Feb,3,Ashok Kumar Singh,13990,12.80%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Sasaram,208,12.80
2005-Feb,4,Dadan Singh,9193,8.40%,Samajwadi Party,Sasaram,208,8.40
2005-Feb,5,Chandrama Singh,5544,5.10%,Indian National Congress,Sasaram,208,5.10
2005-Feb,6,Gupteshwar Mishra,4166,3.80%,Independent,Sasaram,208,3.80
2005-Feb,7,Malti Singh,2652,2.40%,Bahujan Samaj Party,Sasaram,208,2.40
2005-Feb,8,Suryadev Singh,1934,1.80%,Independent,Sasaram,208,1.80
2005-Feb,9,Jitendra Nath Morya,740,0.70%,Rashtriya Samanta Dal,Sasaram,208,0.70
2005-Feb,10,Arun Singh,612,0.60%,Independent,Sasaram,208,0.60
2005-Feb,11,Harendra Singh,525,0.50%,Akhil Bharatiya Jan Sangh,Sasaram,208,0.50
2005-Feb,12,Kusum Devi,351,0.30%,Independent,Sasaram,208,0.30
2005-Feb,13,Dharam Kumar Singh,294,0.30%,Independent,Sasaram,208,0.30
2005-Feb,14,Shabhachand Chaudhary,250,0.20%,Independent,Sasaram,208,0.20
2005-Feb,1,Ram Dhani Singh,32443,28.40%,Janata Dal (United),Kargahar,209,28.40
2005-Feb,2,Arun Kumar Singh,29665,26.00%,Bahujan Samaj Party,Kargahar,209,26.00
2005-Feb,3,Ashok Kumar Gupta,17948,15.70%,Rashtriya Janata Dal,Kargahar,209,15.70
2005-Feb,4,Ajit Kumar,12872,11.30%,Lok Jan Shakti Party,Kargahar,209,11.30
2005-Feb,5,Ajay Kumar Singh,9118,8.00%,Indian National Congress,Kargahar,209,8.00
2005-Feb,6,Baban Singh Kushwaha,3826,3.40%,Rashtriya Samanta Dal,Kargahar,209,3.40
2005-Feb,7,Jai Prakash Choudhary,2786,2.40%,Independent,Kargahar,209,2.40
2005-Feb,8,Gopal Ram,1776,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Kargahar,209,1.60
2005-Feb,9,Dr. Usha Singh,1051,0.90%,Samajwadi Jan Parishad,Kargahar,209,0.90
2005-Feb,10,Rameshwar Singh,650,0.60%,Independent,Kargahar,209,0.60
2005-Feb,11,Upendra Ram,480,0.40%,Independent,Kargahar,209,0.40
2005-Feb,12,Kamlesh Kumar Tiwari,463,0.40%,Independent,Kargahar,209,0.40
2005-Feb,13,Umesh Singh,355,0.30%,Rashtriya Lok Dal,Kargahar,209,0.30
2005-Feb,14,Yamuna Singh,303,0.30%,Independent,Kargahar,209,0.30
2005-Feb,15,Ram Ashish Singh,279,0.20%,Samajwadi Party,Kargahar,209,0.20
2005-Feb,16,Jitendra Tiwari,211,0.20%,Akhil Bharatiya Jan Sangh,Kargahar,209,0.20
2005-Feb,1,Jagdanand Singh,56582,50.70%,Rashtriya Janata Dal,Dinara,210,50.70
2005-Feb,2,Israr Khan,32065,28.70%,Bahujan Samaj Party,Dinara,210,28.70
2005-Feb,3,Parsuram Tiwary,9186,8.20%,Lok Jan Shakti Party,Dinara,210,8.20
2005-Feb,4,Vijay Lal Singh,5125,4.60%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Dinara,210,4.60
2005-Feb,5,Subhas Singh,3189,2.90%,Independent,Dinara,210,2.90
2005-Feb,6,Ajay Kumar Singh,2778,2.50%,Janata Dal (United),Dinara,210,2.50
2005-Feb,7,Dr. Prabhawati Singh,1700,1.50%,Independent,Dinara,210,1.50
2005-Feb,8,Ramkaran Bind,1011,0.90%,Pragtisheel Manav Samaj Party,Dinara,210,0.90
2005-Feb,1,Suresh Pasi,29365,26.60%,Rashtriya Janata Dal,Nokha,211,26.60
2005-Feb,2,Chhedi Paswan,29040,26.30%,Janata Dal (United),Nokha,211,26.30
2005-Feb,3,Niranjan Kumar,24326,22.00%,Bahujan Samaj Party,Nokha,211,22.00
2005-Feb,4,Kanhaiya Ram,15515,14.10%,Indian National Congress,Nokha,211,14.10
2005-Feb,5,Tetri Devi,4279,3.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Nokha,211,3.90
2005-Feb,6,Sudarshan Paswan,2289,2.10%,Lok Jan Shakti Party,Nokha,211,2.10
2005-Feb,7,Satyanarayan Paswan,1290,1.20%,Independent,Nokha,211,1.20
2005-Feb,8,Tengar Paswan,1234,1.10%,Shoshit Samaj Dal (AKHIL BAHARATIYA),Nokha,211,1.10
2005-Feb,9,Mukud Rawat,953,0.90%,Rashtriya Lok Dal,Nokha,211,0.90
2005-Feb,10,Bijay Prasad,896,0.80%,Rashtriya Samanta Dal,Nokha,211,0.80
2005-Feb,11,Shivmuni Ram,617,0.60%,Samajwadi Janata Party (RASHTRIYA),Nokha,211,0.60
2005-Feb,12,Ramraj Ram,577,0.50%,Samajwadi Party,Nokha,211,0.50
2005-Feb,1,Dr. Pramod Kumar Singh,28743,21.90%,Rashtriya Janata Dal,Dehri,212,21.90
2005-Feb,2,Anand Bhusan Pandey,25554,19.50%,Bahujan Samaj Party,Dehri,212,19.50
2005-Feb,3,Vijay Shankar Pandey,22146,16.90%,Bharatiya Janta Party,Dehri,212,16.90
2005-Feb,4,Ram Chandra Singh Yadav,15776,12.00%,Independent,Dehri,212,12.00
2005-Feb,5,Anamal Khan,12097,9.20%,Lok Jan Shakti Party,Dehri,212,9.20
2005-Feb,6,Ram Yash Singh,4506,3.40%,Rashtriya Lok Dal,Dehri,212,3.40
2005-Feb,7,Vijay Singh Yadav,3169,2.40%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Dehri,212,2.40
2005-Feb,8,Vijay Singh Alias Vijay Kumar Singh,3061,2.30%,Independent,Dehri,212,2.30
2005-Feb,9,Akloo Ram,2743,2.10%,Independent,Dehri,212,2.10
2005-Feb,10,Ramesh Tiwari,2581,2.00%,Independent,Dehri,212,2.00
2005-Feb,11,Pratap Singh,2278,1.70%,Samajwadi Party,Dehri,212,1.70
2005-Feb,12,Ramesh Paswan,1270,1.00%,Independent,Dehri,212,1.00
