ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,1,Ranvijay Singh,61496,40.10%,Bharatiya Janta Party,Bakhtiarpur,180,40.10
2015,2,Aniruddh Kumar,53594,35.00%,Rashtriya Janata Dal,Bakhtiarpur,180,35.00
2015,3,Akhilesh Kumar,12070,7.90%,Bahujan Samaj Party,Bakhtiarpur,180,7.90
2015,4,Jitendra Yadav,11123,7.30%,Independent,Bakhtiarpur,180,7.30
2015,5,Surendra Paswan,2791,1.80%,Communist Party Of India,Bakhtiarpur,180,1.80
2015,6,Ravi Kumar,2193,1.40%,Independent,Bakhtiarpur,180,1.40
2015,7,Sita Devi,2050,1.30%,Independent,Bakhtiarpur,180,1.30
2015,8,Ranjit Kumar,1755,1.10%,Independent,Bakhtiarpur,180,1.10
2015,9,Prabhat Singh,683,0.50%,Samajwadi Party,Bakhtiarpur,180,0.50
2015,10,Chitranjan Kumar,569,0.40%,Independent,Bakhtiarpur,180,0.40
2015,11,Subrat Kumar Yadav,503,0.30%,Jan Adhikar Party (Loktantrik),Bakhtiarpur,180,0.30
2015,12,Pramod Kumar Nirala,421,0.30%,Garib Janta Dal (Secular),Bakhtiarpur,180,0.30
2015,13,Kundan Kumar,365,0.20%,Independent,Bakhtiarpur,180,0.20
2015,1,Sanjiv Chaurasia,92671,50.70%,Bharatiya Janta Party,Digha,181,50.70
2015,2,Rajeev Ranjan Prasad,67892,37.20%,Janata Dal (United),Digha,181,37.20
2015,3,Uday Chandra Choudhary,2673,1.50%,Hindustan Vikas Dal,Digha,181,1.50
2015,4,Rajeev Ranjan Singh -Alias- Pintu Singh,2597,1.40%,Samras Samaj Party,Digha,181,1.40
2015,5,Pramod Kumar Nandan,1827,1.00%,Communist Party Of India,Digha,181,1.00
2015,6,Ranvijay Kumar,1488,0.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Digha,181,0.80
2015,7,Sidheshwar Paswan,927,0.50%,Bahujan Samaj Party,Digha,181,0.50
2015,8,Meera Gupta,860,0.50%,Bhartiya Jan Hitkari Party,Digha,181,0.50
2015,9,Sanjay Kumar (CHITKOHRA BASTI),843,0.50%,Lok Awaz Dal,Digha,181,0.50
2015,10,Ram Prasad Chandravanshi,676,0.40%,Bharatiya Momin Front,Digha,181,0.40
2015,11,Ravindra Singh,657,0.40%,Aam Janata Party,Digha,181,0.40
2015,12,Subodh Kumar Shrivastav,655,0.40%,Independent,Digha,181,0.40
2015,13,Er. Hemant Kumar,634,0.40%,Independent,Digha,181,0.40
2015,14,Sanjeev Kumar,590,0.30%,Independent,Digha,181,0.30
2015,15,Reena Peter,585,0.30%,Lok Sewa Dal,Digha,181,0.30
2015,16,Mahendra Prasad,569,0.30%,National Janta Party (Indian),Digha,181,0.30
2015,17,Arun Kumar Singh,506,0.30%,Bhartiya Lokmat Rashtrwadi Party,Digha,181,0.30
2015,18,Suman Kumari Singh,503,0.30%,Independent,Digha,181,0.30
2015,19,Md. Danis Khan,435,0.20%,Garib Janta Dal (Secular),Digha,181,0.20
2015,20,Baby Kumari,390,0.20%,All India Forward Bloc,Digha,181,0.20
2015,21,Sita Ram Agrawal,389,0.20%,Independent,Digha,181,0.20
2015,22,Chandrawati Devi,354,0.20%,Bahujan Nyay Dal,Digha,181,0.20
2015,23,Sanjay Kumar (DIGHA GHAT),342,0.20%,Jawan Kisan Morcha,Digha,181,0.20
2015,24,Sanjay Verma,333,0.20%,National People's Party,Digha,181,0.20
2015,25,Dhananjay Kumar,326,0.20%,Independent,Digha,181,0.20
2015,26,Pramod Kumar Singh,253,0.10%,National Jagaran Party,Digha,181,0.10
2015,27,Jayshankarpandey,244,0.10%,Rashtra Sewa Dal,Digha,181,0.10
2015,28,Ashraf,242,0.10%,Rashtriya Samanta Dal,Digha,181,0.10
2015,29,Manoranjan Kumar Srivastav,241,0.10%,Independent,Digha,181,0.10
2015,30,Sunil Kumar Mishra (S. K. MISHRA),233,0.10%,Akhil Bharat Hindu Mahasabha,Digha,181,0.10
2015,31,Janti Devi,231,0.10%,Gareeb Aadmi Party,Digha,181,0.10
2015,1,Nitin Naveen,86759,60.20%,Bharatiya Janta Party,Bankipur,182,60.20
2015,2,Kumar Ashish,46992,32.60%,Indian National Congress,Bankipur,182,32.60
2015,3,Shaukat Ali,1542,1.10%,Communist Party Of India,Bankipur,182,1.10
2015,4,Abhishek Kumar @ Suraj Sinha,863,0.60%,Bahujan Samaj Party,Bankipur,182,0.60
2015,5,Ajay Kumar,708,0.50%,Samajwadi Party,Bankipur,182,0.50
2015,6,Shyam Bihari Prasad,633,0.40%,Bhartiya Jan Hitkari Party,Bankipur,182,0.40
2015,7,Pramod Kumar,572,0.40%,Proutist Bloc India,Bankipur,182,0.40
2015,8,Pramila Devi,558,0.40%,Revolutionary Socialist Party,Bankipur,182,0.40
2015,9,Md Neyaz Hassan,556,0.40%,Independent,Bankipur,182,0.40
2015,10,Shannu,545,0.40%,Hind Congress Party,Bankipur,182,0.40
2015,11,Vikash Kumar Rai,534,0.40%,Bharatiya Momin Front,Bankipur,182,0.40
2015,12,Ramji Chauhan,509,0.40%,Independent,Bankipur,182,0.40
2015,13,Raj Kumar Paswan,340,0.20%,Gareeb Aadmi Party,Bankipur,182,0.20
2015,14,Krishna Gopal,335,0.20%,Independent,Bankipur,182,0.20
2015,15,Ranjan Kumar,324,0.20%,Aam Janata Party,Bankipur,182,0.20
2015,16,Vinod Kumar Singh,252,0.20%,Independent,Bankipur,182,0.20
2015,17,Nutan Sinha,241,0.20%,Lok Awaz Dal,Bankipur,182,0.20
2015,18,Santosh Kumar Sah,233,0.20%,Independent,Bankipur,182,0.20
2015,19,Ajit Kumar,222,0.20%,Krantikari Vikas Dal,Bankipur,182,0.20
2015,20,Ashok Prasad,219,0.20%,Garib Janta Dal (Secular),Bankipur,182,0.20
2015,21,Arpana Devi,194,0.10%,Akhil Bharat Hindu Mahasabha,Bankipur,182,0.10
2015,1,Arun Kumar Sinha,87792,56.30%,Bharatiya Janta Party,Kumhrarh,183,56.30
2015,2,Aquil Haider,50517,32.40%,Indian National Congress,Kumhrarh,183,32.40
2015,3,Sumit Ranjan Sinha,3123,2.00%,Shiv Sena,Kumhrarh,183,2.00
2015,4,Ajay Verma,2964,1.90%,Independent,Kumhrarh,183,1.90
2015,5,Manoj Kumar,1384,0.90%,Communist Party Of India (MARXIST),Kumhrarh,183,0.90
2015,6,Mohan Prasad,1132,0.70%,Communist Party Of India,Kumhrarh,183,0.70
2015,7,Ram Pravesh Nishad,949,0.60%,Sarvajan Kalyan Loktantrik Party,Kumhrarh,183,0.60
2015,8,Ramesh Chandra,879,0.60%,Proutist Bloc India,Kumhrarh,183,0.60
2015,9,Brajesh Mishra,743,0.50%,Independent,Kumhrarh,183,0.50
2015,10,Shobha Rani Sinha,586,0.40%,Independent,Kumhrarh,183,0.40
2015,11,Shatrudhan Prasad (MOHALLA - JALKANDARBAG),457,0.30%,Samajwadi Party,Kumhrarh,183,0.30
2015,12,Mohammad Seraj Ahmad,389,0.30%,Bharatiya Momin Front,Kumhrarh,183,0.30
2015,13,Suresh Kumar Mehta,285,0.20%,Bahujan Samaj Party,Kumhrarh,183,0.20
2015,14,Uday Shankar Prasad,285,0.20%,Independent,Kumhrarh,183,0.20
2015,15,Umesh Prasad Chandel,257,0.20%,Rashtriya Janshanti Party,Kumhrarh,183,0.20
2015,16,Subodh Kumar,246,0.20%,Garib Janta Dal (Secular),Kumhrarh,183,0.20
2015,17,Shatrudhan Prasad (MOHALLA - POSTAL PARK),234,0.20%,Bhartiya Jan Hitkari Party,Kumhrarh,183,0.20
2015,18,Madhu Srivastava,220,0.10%,Lok Awaz Dal,Kumhrarh,183,0.10
2015,19,Dr. Sidheshwar Prasad,216,0.10%,Independent,Kumhrarh,183,0.10
2015,20,Shatrudhan Shahni,208,0.10%,Independent,Kumhrarh,183,0.10
2015,21,Er. B. N. Singh,204,0.10%,Janhit Dal,Kumhrarh,183,0.10
2015,22,Balram Roy,197,0.10%,Public Mission Party,Kumhrarh,183,0.10
2015,23,Shashi Kumar Singh,191,0.10%,Bharat Vikas Morcha,Kumhrarh,183,0.10
2015,24,Renu Kushwaha,176,0.10%,Independent,Kumhrarh,183,0.10
2015,25,Bhajan Kumar,175,0.10%,Independent,Kumhrarh,183,0.10
2015,26,Mukesh Kumar,169,0.10%,Independent,Kumhrarh,183,0.10
2015,27,Purushottam Kumar,165,0.10%,Akhil Bharat Hindu Mahasabha,Kumhrarh,183,0.10
2015,28,Er. Kumar Raunak,159,0.10%,Loktantrik Janata Party (Secular),Kumhrarh,183,0.10
2015,29,Anuradha Devi,157,0.10%,Jawan Kisan Morcha,Kumhrarh,183,0.10
2015,30,Binod Prasad,156,0.10%,Independent,Kumhrarh,183,0.10
2015,31,Nitin Prakash,151,0.10%,Gareeb Aadmi Party,Kumhrarh,183,0.10
2015,32,Usha Devi,149,0.10%,Krantikari Vikas Dal,Kumhrarh,183,0.10
2015,33,Ashok Kumar Keshri,149,0.10%,Rashtra Sewa Dal,Kumhrarh,183,0.10
2015,34,Hare Krishna Prasad,143,0.10%,Independent,Kumhrarh,183,0.10
2015,1,Nand Kishore Yadav,88108,46.90%,Bharatiya Janta Party,Patna Sahib,184,46.90
2015,2,Santosh Mehta,85316,45.40%,Rashtriya Janata Dal,Patna Sahib,184,45.40
2015,3,Nandu Kumar,2694,1.40%,Shiv Sena,Patna Sahib,184,1.40
2015,4,Virendra Thakur,1857,1.00%,Revolutionary Socialist Party,Patna Sahib,184,1.00
2015,5,Anay Kumar Alias Anay Mehta,1710,0.90%,Communist Party Of India (Marxist-Leninist) (Liberation),Patna Sahib,184,0.90
2015,6,Vijay Sah,1595,0.90%,Independent,Patna Sahib,184,0.90
2015,7,Arshad Ayub,1082,0.60%,Bahujan Samaj Party,Patna Sahib,184,0.60
2015,8,Mithilesh Kumar,1019,0.50%,Independent,Patna Sahib,184,0.50
2015,9,Rajendra Mistri,738,0.40%,All India Forward Bloc,Patna Sahib,184,0.40
2015,10,Nandita Raj Lakshmi,448,0.20%,Sarvajan Kalyan Loktantrik Party,Patna Sahib,184,0.20
2015,11,Imranul Hoda,409,0.20%,Samajwadi Party,Patna Sahib,184,0.20
2015,12,Munni Devi,400,0.20%,Krantikari Vikas Dal,Patna Sahib,184,0.20
2015,13,Om Prakash Yadav,329,0.20%,Rastriya Sadabahar Party,Patna Sahib,184,0.20
2015,14,Jitendra Kumar,311,0.20%,Gareeb Aadmi Party,Patna Sahib,184,0.20
2015,15,Irshad Hussain,278,0.20%,Rashtriya Samanta Dal,Patna Sahib,184,0.20
2015,16,Gopi Krishna Kushwaha,277,0.20%,Lok Awaz Dal,Patna Sahib,184,0.20
2015,1,Dr. Rama Nand Yadav,77210,50.50%,Rashtriya Janata Dal,Fatwah,185,50.50
2015,2,Satyendra Kumar Singh,46808,30.60%,Lok Jan Shakti Party,Fatwah,185,30.60
2015,3,Satish Kumar,5854,3.80%,Samajwadi Party,Fatwah,185,3.80
2015,4,Shalendra Kumar,4263,2.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Fatwah,185,2.80
2015,5,Ranjan Kumar Singh,4101,2.70%,Bahujan Samaj Party,Fatwah,185,2.70
2015,6,Devendra Prasad Singh,3370,2.20%,Independent,Fatwah,185,2.20
2015,7,Sri Kant Prasad,2153,1.40%,Independent,Fatwah,185,1.40
2015,8,Gajendra Kumar,1131,0.70%,Sankhyanupati Bhagidari Party,Fatwah,185,0.70
2015,9,Kumar Rajiv,1117,0.70%,Independent,Fatwah,185,0.70
2015,10,Sanjeev Sharad,1076,0.70%,Rastriya Sadabahar Party,Fatwah,185,0.70
2015,11,Nagendra Singh,1000,0.70%,Garib Janta Dal (Secular),Fatwah,185,0.70
2015,12,Brahmananda Prasad,753,0.50%,Sarvajan Kalyan Loktantrik Party,Fatwah,185,0.50
2015,13,Munna Kumar,536,0.40%,Lok Awaz Dal,Fatwah,185,0.40
2015,1,Asha Devi,72192,43.20%,Bharatiya Janta Party,Danapur,186,43.20
2015,2,Raj Kishor Yadav,66983,40.10%,Rashtriya Janata Dal,Danapur,186,40.10
2015,3,Tinku Yadav,13002,7.80%,Independent,Danapur,186,7.80
2015,4,Nar Singh Kumar Alias Tempo Chandravanshi,3246,1.90%,Bahujan Samaj Party,Danapur,186,1.90
2015,5,Akash Kumar,1518,0.90%,Bharatiya Momin Front,Danapur,186,0.90
2015,6,Ritesh Kumar,1446,0.90%,Independent,Danapur,186,0.90
2015,7,Mo Shakil Ansari Alias Tipu Sultan,1358,0.80%,Independent,Danapur,186,0.80
2015,8,Natasha Sharma,903,0.50%,Socialist Unity Centre Of India (COMMUNIST),Danapur,186,0.50
2015,9,Mohammad Salim,825,0.50%,Independent,Danapur,186,0.50
2015,10,Yogendra Kumar Ray,592,0.40%,Bharatiya Jan Kranti Dal (Democratic),Danapur,186,0.40
2015,11,Arvind Kumar Verma,587,0.40%,Lok Awaz Dal,Danapur,186,0.40
2015,12,Sushma Sinha,582,0.40%,Gareeb Aadmi Party,Danapur,186,0.40
2015,13,Rama Dhar Singh,485,0.30%,Jawan Kisan Morcha,Danapur,186,0.30
2015,1,Bhai Virendra,89773,50.10%,Rashtriya Janata Dal,Manhar,129,50.10
2015,2,Shrikant Nirala,66945,37.30%,Bharatiya Janta Party,Manhar,129,37.30
2015,3,Gopal Singh,4332,2.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Manhar,129,2.40
2015,4,Chaudhary Brahm Prakash Singh,2418,1.40%,Independent,Manhar,129,1.40
2015,5,Amarnath Prasad,2114,1.20%,Samajwadi Party,Manhar,129,1.20
2015,6,Rajpati Devi,1809,1.00%,Bahujan Samaj Party,Manhar,129,1.00
2015,7,Lalan Kumar,1619,0.90%,Jan Adhikar Party (Loktantrik),Manhar,129,0.90
2015,8,Anju Devi,1606,0.90%,Independent,Manhar,129,0.90
2015,9,Pawan Kumar,1580,0.90%,Independent,Manhar,129,0.90
2015,10,Surendra Paswan,558,0.30%,Jawan Kisan Morcha,Manhar,129,0.30
2015,11,Durgesh Nandan Yadav,540,0.30%,Rashtriya Janvikas Party (Democratic),Manhar,129,0.30
2015,12,Chandradev Vishwakarma,494,0.30%,Republican Party Of India,Manhar,129,0.30
2015,13,Kamlesh Kumar,443,0.30%,Lok Awaz Dal,Manhar,129,0.30
2015,1,Shyam Rajak,94094,49.80%,Janata Dal (United),Phulwari,188,49.80
2015,2,Rajeshwar Manjhi,48381,25.60%,Hindustani Awam Morcha (Secular),Phulwari,188,25.60
2015,3,Jay Prakash Paswan,11188,5.90%,Communist Party Of India (Marxist-Leninist) (Liberation),Phulwari,188,5.90
2015,4,Tribhuwan Ravidas,3380,1.80%,Bahujan Samaj Party,Phulwari,188,1.80
2015,5,Manti Das,3326,1.80%,Independent,Phulwari,188,1.80
2015,6,Babita Devi,3217,1.70%,Independent,Phulwari,188,1.70
2015,7,Kailash Paswan,2337,1.20%,Rashtriya Jagriti Party,Phulwari,188,1.20
2015,8,Ujjawal Kant Hunkar,2320,1.20%,Sarvajan Kalyan Loktantrik Party,Phulwari,188,1.20
2015,9,Uday Kumar,2312,1.20%,Samajwadi Party,Phulwari,188,1.20
2015,10,Mishri Ram,2033,1.10%,Ittehad-E-Millait Council,Phulwari,188,1.10
2015,11,Shyam Chaudhary,2018,1.10%,Independent,Phulwari,188,1.10
2015,12,Ram Tirth Paswan,2011,1.10%,Samras Samaj Party,Phulwari,188,1.10
2015,13,Shankar Chaudhary,1791,1.00%,Lok Awaz Dal,Phulwari,188,1.00
2015,14,Rajendra Chaudhary,1697,0.90%,Bahujan Nyay Dal,Phulwari,188,0.90
2015,15,Shankar Kumar,1506,0.80%,Independent,Phulwari,188,0.80
2015,16,Deepak Kumar,1401,0.70%,Gareeb Aadmi Party,Phulwari,188,0.70
2015,17,Krishna Paswan,1303,0.70%,Bhartiya Kranti Vir Party,Phulwari,188,0.70
2015,18,Vidhan Chandra Rana,1263,0.70%,National Jagaran Party,Phulwari,188,0.70
2015,19,Sajan Kumar,1226,0.70%,Independent,Phulwari,188,0.70
2015,1,Rekha Devi (VILL- PABHEDA),89657,48.30%,Rashtriya Janata Dal,Masaurhi,189,48.30
2015,2,Nutan Paswan,50471,27.20%,Hindustani Awam Morcha (Secular),Masaurhi,189,27.20
2015,3,Gopal Ravidas,18903,10.20%,Communist Party Of India (Marxist-Leninist) (Liberation),Masaurhi,189,10.20
2015,4,Raj Kumar Ram,4247,2.30%,Bahujan Samaj Party,Masaurhi,189,2.30
2015,5,Rekha Devi (VILL-BARA),2990,1.60%,Independent,Masaurhi,189,1.60
2015,6,Nandlal Paswan,2821,1.50%,Independent,Masaurhi,189,1.50
2015,7,Hira Chaudhary,2322,1.30%,Independent,Masaurhi,189,1.30
2015,8,Mukesh Kumar,2305,1.20%,Independent,Masaurhi,189,1.20
2015,9,Bhagirath Manjhi,2062,1.10%,Independent,Masaurhi,189,1.10
2015,10,Pancham Lal,1441,0.80%,Samajwadi Party,Masaurhi,189,0.80
2015,11,Suruj Paswan Alias Suraj Paswan,1186,0.60%,Independent,Masaurhi,189,0.60
2015,12,Prakash Chandra,1082,0.60%,Public Mission Party,Masaurhi,189,0.60
2015,13,Dharmadev Kumar Nirala,960,0.50%,Independent,Masaurhi,189,0.50
2015,14,Munna Kumar,762,0.40%,Rashtriya Jagriti Party,Masaurhi,189,0.40
2015,15,Indrajeet Kumar,676,0.40%,Independent,Masaurhi,189,0.40
2015,16,Suryoday Paswan,618,0.30%,Sankhyanupati Bhagidari Party,Masaurhi,189,0.30
2015,17,Mahendra Mochi,524,0.30%,Lok Awaz Dal,Masaurhi,189,0.30
2015,18,Munna Paswan,435,0.20%,Bharatiya Bahujan Congress,Masaurhi,189,0.20
2015,1,Jay Vardhan Yadav Alias Bachcha Yadav,65932,45.10%,Rashtriya Janata Dal,Paliganj,190,45.10
2015,2,Ram Janm Sharma,41479,28.40%,Bharatiya Janta Party,Paliganj,190,28.40
2015,3,Anwar Husain,19438,13.30%,Communist Party Of India (Marxist-Leninist) (Liberation),Paliganj,190,13.30
2015,4,Chandan Kumar,5145,3.50%,Independent,Paliganj,190,3.50
2015,5,Alakh Niranjan Pal,2424,1.70%,Bahujan Samaj Party,Paliganj,190,1.70
2015,6,Hare Krishn Singh,1947,1.30%,Independent,Paliganj,190,1.30
2015,7,Pratibha Jha,1806,1.20%,Independent,Paliganj,190,1.20
2015,8,Lakshman Sharma,1628,1.10%,Independent,Paliganj,190,1.10
2015,9,Manish Kumar,1272,0.90%,Shiv Sena,Paliganj,190,0.90
2015,10,Dhananjay Kumar,854,0.60%,Lok Awaz Dal,Paliganj,190,0.60
2015,11,Ajay Kumar,637,0.40%,Independent,Paliganj,190,0.40
2015,12,Sunil Sanand,446,0.30%,Hamara Sahara Party,Paliganj,190,0.30
2015,13,Shambhu Kumar Shah,404,0.30%,Rashtriya Pragati Party,Paliganj,190,0.30
2015,14,Mejnarayan Das,319,0.20%,Sankhyanupati Bhagidari Party,Paliganj,190,0.20
2015,1,Siddharth,94088,54.40%,Indian National Congress,Bihpur,152,54.40
2015,2,Anil Kumar,49777,28.80%,Bharatiya Janta Party,Bihpur,152,28.80
2015,3,Devendra Verma,4667,2.70%,Communist Party Of India (Marxist-Leninist) (Liberation),Bihpur,152,2.70
2015,4,Raj Kumar Yadav,3497,2.00%,Communist Party Of India,Bihpur,152,2.00
2015,5,Shambhu Prasad Sharma,2496,1.40%,Hindustan Vikas Dal,Bihpur,152,1.40
2015,6,Niraj Kumar,2495,1.40%,Independent,Bihpur,152,1.40
2015,7,Nagendra Kumar,2229,1.30%,Samras Samaj Party,Bihpur,152,1.30
2015,8,Munna Prasad,1976,1.10%,Bahujan Samaj Party,Bihpur,152,1.10
2015,9,Jitendra Paswan,1933,1.10%,Samajwadi Party,Bihpur,152,1.10
2015,10,Ramesh Kumar Sharma,1746,1.00%,Independent,Bihpur,152,1.00
2015,11,Surendra Yadav,1542,0.90%,Jan Adhikar Party (Loktantrik),Bihpur,152,0.90
2015,12,Vajrang Pratap Keshri,950,0.60%,Rashtriya Samanta Dal,Bihpur,152,0.60
2015,13,Dilip Kumar,690,0.40%,Independent,Bihpur,152,0.40
2015,14,Laliteshwar Kumar,538,0.30%,Bharatiya Bahujan Congress,Bihpur,152,0.30
2015,15,Ranjan Chaudhary,509,0.30%,Sarvajan Kalyan Loktantrik Party,Bihpur,152,0.30
2015,16,Shatrudhan Sah,464,0.30%,Independent,Bihpur,152,0.30
2015,17,Bindeshwar Prasad,428,0.30%,Pragatisheel Magahi Samaj,Bihpur,152,0.30
2015,18,Santosh Kumar,353,0.20%,Independent,Bihpur,152,0.20
2015,19,Parmanand Verma,346,0.20%,Lok Awaz Dal,Bihpur,152,0.20
2015,1,Arun Kumar,74306,49.80%,Rashtriya Janata Dal,Sandesh,192,49.80
2015,2,Sanjay Singh (TIGER),48879,32.80%,Bharatiya Janta Party,Sandesh,192,32.80
2015,3,Raju Yadav,15879,10.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Sandesh,192,10.60
2015,4,Baban Kumar,1350,0.90%,Jan Adhikar Party (Loktantrik),Sandesh,192,0.90
2015,5,Ramdev Singh,1207,0.80%,Independent,Sandesh,192,0.80
2015,6,Santosh Kumar Singh,844,0.60%,Bahujan Samaj Party,Sandesh,192,0.60
2015,7,Ranjit Kumar,689,0.50%,Samajwadi Party,Sandesh,192,0.50
2015,8,Ramji Singh,622,0.40%,Bahujan Mukti Party,Sandesh,192,0.40
2015,9,Raj Kumar Chaudhari,600,0.40%,Hindustan Vikas Dal,Sandesh,192,0.40
2015,10,Mobarak Hussain,588,0.40%,Janta Dal Rashtravadi,Sandesh,192,0.40
2015,11,Mithilesh Kumar,568,0.40%,Independent,Sandesh,192,0.40
2015,1,Saroj Yadav,65001,44.30%,Rashtriya Janata Dal,Barhampur,199,44.30
2015,2,Aasha Devi,51693,35.30%,Bharatiya Janta Party,Barhampur,199,35.30
2015,3,Raghvendra Pratap Singh,13638,9.30%,Samajwadi Party,Barhampur,199,9.30
2015,4,Lalan Yadav,3442,2.40%,Communist Party Of India (Marxist-Leninist) (Liberation),Barhampur,199,2.40
2015,5,Sanjay Kumar Singh,1820,1.20%,Independent,Barhampur,199,1.20
2015,6,Ajay Ray,1582,1.10%,Bahujan Samaj Party,Barhampur,199,1.10
2015,7,Dr. Anil Kumar Singh,1507,1.00%,Hindustan Vikas Dal,Barhampur,199,1.00
2015,8,Siyamati Rai,1350,0.90%,Independent,Barhampur,199,0.90
2015,9,Daya Shankar Singh,1288,0.90%,Independent,Barhampur,199,0.90
2015,10,Mritunjay Bhardwaj,1140,0.80%,Shiv Sena,Barhampur,199,0.80
2015,11,Sanjay Kumar Singh,630,0.40%,Revolutionary Socialist Party,Barhampur,199,0.40
2015,12,Ashok Kumar Singh,605,0.40%,National Janta Party (Indian),Barhampur,199,0.40
2015,1,Mohammad Nawaz Alam,70004,44.90%,Rashtriya Janata Dal,Arrah,194,44.90
2015,2,Amrendra Pratap Singh,69338,44.50%,Bharatiya Janta Party,Arrah,194,44.50
2015,3,Kyamuddin Ansari,5035,3.20%,Communist Party Of India (Marxist-Leninist) (Liberation),Arrah,194,3.20
2015,4,Jitendra Kumar,1710,1.10%,Independent,Arrah,194,1.10
2015,5,Rajkishor Sharma,1221,0.80%,Independent,Arrah,194,0.80
2015,6,Priya Ranjan Prasad Srivastava,1175,0.80%,Samras Samaj Party,Arrah,194,0.80
2015,7,Ajay Kumar Pathak,1015,0.70%,Akhil Bharatiya Jan Sangh,Arrah,194,0.70
2015,8,Sidhnath Rai,875,0.60%,Samajwadi Party,Arrah,194,0.60
2015,9,Krishna Mishra,839,0.50%,Bahujan Samaj Party,Arrah,194,0.50
2015,10,Kameshwar Singh,717,0.50%,Independent,Arrah,194,0.50
2015,11,Umeshwar Mishra,655,0.40%,Bhartiya Jagran Party,Arrah,194,0.40
2015,1,Prabhunath Prasad,52276,40.00%,Janata Dal (United),Agiaon,195,40.00
2015,2,Shivesh Kumar,37572,28.80%,Bharatiya Janta Party,Agiaon,195,28.80
2015,3,Manoj Kumar,31789,24.30%,Communist Party Of India (Marxist-Leninist) (Liberation),Agiaon,195,24.30
2015,4,Upendra Kumar,1493,1.10%,Independent,Agiaon,195,1.10
2015,5,Bandna Devi,1147,0.90%,Samajwadi Party,Agiaon,195,0.90
2015,6,Kashinath Prasad,1065,0.80%,Bahujan Mukti Party,Agiaon,195,0.80
2015,7,Shashi Shekhar Prasad,1020,0.80%,Bahujan Samaj Party,Agiaon,195,0.80
2015,1,Sudama Prasad,44050,28.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Tarari,196,28.80
2015,2,Gita Pandey,43778,28.60%,Lok Jan Shakti Party,Tarari,196,28.60
2015,3,Akhilesh Prasad Singh,40957,26.80%,Indian National Congress,Tarari,196,26.80
2015,4,Lal Bihari Singh,7832,5.10%,Independent,Tarari,196,5.10
2015,5,Vijay Singh,2736,1.80%,Independent,Tarari,196,1.80
2015,6,Sanjay Rai,2425,1.60%,Shiv Sena,Tarari,196,1.60
2015,7,Shri Bhagwan Singh,1391,0.90%,Sarvajan Kalyan Loktantrik Party,Tarari,196,0.90
2015,8,Kumar Indubhushan,1136,0.70%,Samajwadi Party,Tarari,196,0.70
2015,9,Ramakant Bhagat,953,0.60%,Independent,Tarari,196,0.60
2015,10,Ajit Roy,890,0.60%,Independent,Tarari,196,0.60
2015,11,Anil Kumar,869,0.60%,Gareeb Aadmi Party,Tarari,196,0.60
2015,12,Kameshwar Singh,863,0.60%,Bahujan Samaj Party,Tarari,196,0.60
2015,13,Nand Kishor Singh,670,0.40%,Bahujan Mukti Party,Tarari,196,0.40
2015,14,Ravish Tiwari,594,0.40%,Independent,Tarari,196,0.40
2015,1,Ram Vishun Singh,49020,33.80%,Rashtriya Janata Dal,Jagdishpur,197,33.80
2015,2,Rakesh Raushan,38825,26.80%,Rashtriya Lok Samta Party,Jagdishpur,197,26.80
2015,3,Chandradip Singh,18154,12.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Jagdishpur,197,12.50
2015,4,Dinesh Kumar Singh,9124,6.30%,Independent,Jagdishpur,197,6.30
2015,5,Kanhaiya Prasad Singh,6410,4.40%,Jan Adhikar Party (Loktantrik),Jagdishpur,197,4.40
2015,6,Uday Shankar Singh,5155,3.60%,Samajwadi Party,Jagdishpur,197,3.60
2015,7,Binod Kumar Singh,3068,2.10%,Independent,Jagdishpur,197,2.10
2015,8,Anjani Kumar Singh,1496,1.00%,Rashtravyapi Janta Party,Jagdishpur,197,1.00
2015,9,Pamod Yadav,1440,1.00%,Bahujan Samaj Party,Jagdishpur,197,1.00
2015,10,Gautam Kumar Mehta,1394,1.00%,Independent,Jagdishpur,197,1.00
2015,11,Vp Singh,1018,0.70%,Independent,Jagdishpur,197,0.70
2015,12,Birendra Mishra,901,0.60%,Independent,Jagdishpur,197,0.60
2015,13,Niranjan Prasad,899,0.60%,Independent,Jagdishpur,197,0.60
2015,14,Dhananjay Singh,854,0.60%,Sarvajan Kalyan Loktantrik Party,Jagdishpur,197,0.60
2015,15,Vinod Kumar,784,0.50%,Independent,Jagdishpur,197,0.50
2015,16,Hiralal Singh,704,0.50%,Independent,Jagdishpur,197,0.50
2015,17,Laxmi Narayan Ram,696,0.50%,Independent,Jagdishpur,197,0.50
2015,18,Md. Sagheer Ahmad,642,0.40%,Independent,Jagdishpur,197,0.40
2015,19,Hussain Imam,582,0.40%,Bharat Nirman Party,Jagdishpur,197,0.40
2015,20,Jayanti Devi,560,0.40%,Lok Awaz Dal,Jagdishpur,197,0.40
2015,21,Suresh Singh,504,0.40%,Bahujan Mukti Party,Jagdishpur,197,0.40
